OBD_No,OBD_Date,Goods_Issue_Time,Pick_Time,Pick_Date
59784981,13-06-2022,0 days 15:15:00,0 days 14:45:00,14-06-2022
59789640,14-08-2023,0 days 16:00:00,0 days 17:30:00,15-08-2023
59790022,,0 days 00:00:00,0 days 00:00:00,
59790543,17-12-2023,0 days 13:30:00,0 days 09:30:00,17-12-2023
59794029,,0 days 00:00:00,0 days 00:00:00,
59794206,23-07-2022,0 days 15:45:00,0 days 13:45:00,24-07-2022
59796322,02-10-2023,0 days 10:00:00,0 days 00:00:00,
59798459,10-12-2023,0 days 12:00:00,0 days 15:00:00,12-12-2023
59803545,18-02-2024,0 days 11:30:00,0 days 00:00:00,
59811727,07-09-2022,0 days 11:45:00,0 days 10:15:00,07-09-2022
59815865,14-05-2022,0 days 14:00:00,0 days 10:30:00,14-05-2022
59818238,23-09-2023,0 days 15:15:00,0 days 00:00:00,
59818487,,0 days 00:00:00,0 days 00:00:00,
59823245,07-09-2023,0 days 16:15:00,0 days 09:15:00,09-09-2023
59823902,20-11-2023,0 days 12:00:00,0 days 15:30:00,21-11-2023
59825836,15-01-2024,0 days 11:45:00,0 days 17:15:00,17-01-2024
59827743,,0 days 00:00:00,0 days 00:00:00,
59828367,10-09-2023,0 days 14:15:00,0 days 00:00:00,
59828955,19-01-2024,0 days 13:45:00,0 days 17:30:00,21-01-2024
59830537,26-05-2022,0 days 17:45:00,0 days 15:45:00,28-05-2022
59832439,30-09-2022,0 days 15:45:00,0 days 16:45:00,01-10-2022
59836271,05-07-2022,0 days 17:15:00,0 days 09:00:00,05-07-2022
59836975,18-01-2024,0 days 09:15:00,0 days 17:45:00,19-01-2024
59839839,09-11-2023,0 days 13:00:00,0 days 15:30:00,10-11-2023
59847583,04-04-2023,0 days 10:45:00,0 days 17:15:00,05-04-2023
59848072,13-10-2023,0 days 13:45:00,0 days 11:15:00,14-10-2023
59848284,,0 days 00:00:00,0 days 00:00:00,
59853070,12-12-2023,0 days 13:45:00,0 days 16:45:00,13-12-2023
59857029,,0 days 00:00:00,0 days 00:00:00,
59857437,,0 days 00:00:00,0 days 00:00:00,
59857504,14-01-2024,0 days 14:30:00,0 days 14:00:00,15-01-2024
59857532,09-04-2024,0 days 09:00:00,0 days 14:15:00,11-04-2024
59865857,21-11-2023,0 days 13:30:00,0 days 10:00:00,23-11-2023
59865975,23-12-2022,0 days 11:30:00,0 days 11:30:00,23-12-2022
59866003,20-12-2023,0 days 11:15:00,0 days 16:45:00,21-12-2023
59870482,28-08-2024,0 days 13:00:00,0 days 09:45:00,30-08-2024
59873103,31-08-2023,0 days 09:15:00,0 days 00:00:00,
59873371,19-06-2022,0 days 17:00:00,0 days 16:45:00,19-06-2022
59874480,29-08-2022,0 days 10:15:00,0 days 12:15:00,29-08-2022
59877159,,0 days 00:00:00,0 days 00:00:00,
59878852,05-01-2024,0 days 10:30:00,0 days 16:15:00,05-01-2024
59881776,,0 days 00:00:00,0 days 00:00:00,
59883574,01-04-2023,0 days 09:45:00,0 days 00:00:00,
59886371,31-01-2023,0 days 12:00:00,0 days 11:30:00,31-01-2023
59886613,,0 days 00:00:00,0 days 00:00:00,
59888046,,0 days 00:00:00,0 days 00:00:00,
59888721,01-08-2024,0 days 13:15:00,0 days 09:15:00,01-08-2024
59891348,27-10-2023,0 days 10:15:00,0 days 09:15:00,27-10-2023
59893153,27-09-2023,0 days 16:45:00,0 days 15:00:00,29-09-2023
59900679,08-07-2022,0 days 10:00:00,0 days 11:45:00,09-07-2022
59902413,27-12-2024,0 days 13:00:00,0 days 00:00:00,
59908025,01-10-2023,0 days 13:00:00,0 days 10:30:00,03-10-2023
59910108,29-10-2022,0 days 12:15:00,0 days 14:00:00,31-10-2022
59918190,30-08-2024,0 days 09:00:00,0 days 00:00:00,
59924201,13-08-2023,0 days 17:15:00,0 days 13:15:00,14-08-2023
59924941,12-03-2023,0 days 14:15:00,0 days 15:00:00,14-03-2023
59925665,,0 days 00:00:00,0 days 00:00:00,
59930790,01-06-2023,0 days 11:45:00,0 days 17:00:00,02-06-2023
59931321,11-10-2022,0 days 09:30:00,0 days 16:15:00,13-10-2022
59933733,15-02-2022,0 days 09:00:00,0 days 11:15:00,16-02-2022
59939933,16-08-2023,0 days 10:30:00,0 days 10:45:00,17-08-2023
59942937,,0 days 00:00:00,0 days 00:00:00,
59943747,25-12-2022,0 days 11:15:00,0 days 14:00:00,25-12-2022
59948088,29-05-2023,0 days 12:45:00,0 days 13:00:00,30-05-2023
59948990,14-04-2023,0 days 17:00:00,0 days 10:45:00,16-04-2023
59950074,24-02-2023,0 days 13:45:00,0 days 15:30:00,25-02-2023
59951669,,0 days 00:00:00,0 days 00:00:00,
59954883,,0 days 00:00:00,0 days 00:00:00,
59959637,02-04-2023,0 days 15:00:00,0 days 16:30:00,04-04-2023
59965946,26-03-2022,0 days 10:45:00,0 days 12:30:00,27-03-2022
59966619,31-05-2024,0 days 14:45:00,0 days 10:00:00,01-06-2024
59966944,02-12-2022,0 days 15:45:00,0 days 15:45:00,03-12-2022
59967612,03-10-2023,0 days 17:00:00,0 days 13:45:00,04-10-2023
59968515,20-01-2022,0 days 12:00:00,0 days 10:45:00,20-01-2022
59970552,01-05-2022,0 days 09:00:00,0 days 17:15:00,01-05-2022
59973540,13-10-2023,0 days 13:15:00,0 days 14:00:00,13-10-2023
59976005,09-09-2023,0 days 15:00:00,0 days 13:00:00,09-09-2023
59979518,15-10-2023,0 days 11:45:00,0 days 00:00:00,
59983690,29-07-2022,0 days 10:30:00,0 days 11:15:00,30-07-2022
59987638,,0 days 00:00:00,0 days 00:00:00,
59989693,23-04-2022,0 days 15:00:00,0 days 10:15:00,23-04-2022
59989697,30-01-2023,0 days 13:00:00,0 days 16:45:00,30-01-2023
59991642,02-11-2023,0 days 15:30:00,0 days 11:15:00,02-11-2023
59991718,,0 days 00:00:00,0 days 00:00:00,
59993132,04-05-2024,0 days 12:15:00,0 days 16:30:00,04-05-2024
59994691,17-09-2023,0 days 14:30:00,0 days 00:00:00,
59996586,07-12-2022,0 days 12:15:00,0 days 17:00:00,07-12-2022
59997347,17-06-2023,0 days 12:00:00,0 days 11:30:00,19-06-2023
60006068,28-10-2022,0 days 11:45:00,0 days 17:45:00,30-10-2022
60009613,22-05-2023,0 days 10:45:00,0 days 13:30:00,22-05-2023
60011849,04-06-2023,0 days 16:15:00,0 days 00:00:00,
60017373,,0 days 00:00:00,0 days 00:00:00,
60019101,12-11-2022,0 days 16:30:00,0 days 16:45:00,13-11-2022
60025368,18-02-2023,0 days 09:00:00,0 days 11:30:00,20-02-2023
60025881,,0 days 00:00:00,0 days 00:00:00,
60029367,24-05-2024,0 days 12:00:00,0 days 17:00:00,25-05-2024
60030798,12-02-2023,0 days 16:00:00,0 days 13:30:00,13-02-2023
60031940,,0 days 00:00:00,0 days 00:00:00,
60037289,21-08-2023,0 days 09:45:00,0 days 16:15:00,23-08-2023
60040745,,0 days 00:00:00,0 days 00:00:00,
60043482,16-09-2023,0 days 16:15:00,0 days 15:15:00,18-09-2023
60044951,,0 days 00:00:00,0 days 00:00:00,
60048429,,0 days 00:00:00,0 days 00:00:00,
60051795,18-10-2022,0 days 12:15:00,0 days 10:00:00,18-10-2022
60053192,18-04-2023,0 days 13:45:00,0 days 16:45:00,18-04-2023
60053912,24-04-2024,0 days 09:15:00,0 days 14:45:00,24-04-2024
60054515,01-09-2022,0 days 15:45:00,0 days 12:00:00,01-09-2022
60057264,11-12-2023,0 days 11:30:00,0 days 00:00:00,
60057985,14-02-2022,0 days 13:00:00,0 days 13:30:00,15-02-2022
60060376,07-07-2023,0 days 13:45:00,0 days 11:15:00,08-07-2023
60065675,11-07-2022,0 days 14:45:00,0 days 10:30:00,12-07-2022
60070858,,0 days 00:00:00,0 days 00:00:00,
60076822,25-09-2023,0 days 09:30:00,0 days 15:30:00,27-09-2023
60078131,08-03-2024,0 days 16:00:00,0 days 00:00:00,
60079518,08-11-2023,0 days 17:15:00,0 days 11:15:00,10-11-2023
60080998,,0 days 00:00:00,0 days 00:00:00,
60082940,12-05-2022,0 days 14:15:00,0 days 09:15:00,12-05-2022
60084701,29-09-2022,0 days 10:30:00,0 days 13:00:00,30-09-2022
60090149,08-10-2023,0 days 17:00:00,0 days 13:30:00,10-10-2023
60092039,,0 days 00:00:00,0 days 00:00:00,
60094372,20-01-2023,0 days 14:15:00,0 days 14:30:00,21-01-2023
60095126,26-02-2024,0 days 10:30:00,0 days 10:30:00,28-02-2024
60097720,25-05-2022,0 days 14:00:00,0 days 16:15:00,27-05-2022
60098801,26-05-2022,0 days 12:30:00,0 days 10:45:00,27-05-2022
60099110,,0 days 00:00:00,0 days 00:00:00,
60100199,29-09-2022,0 days 10:15:00,0 days 17:00:00,30-09-2022
60100839,07-01-2024,0 days 15:30:00,0 days 17:30:00,08-01-2024
60101289,03-10-2022,0 days 13:00:00,0 days 16:30:00,05-10-2022
60101486,01-02-2022,0 days 16:00:00,0 days 16:00:00,01-02-2022
60103462,26-05-2022,0 days 13:00:00,0 days 16:30:00,28-05-2022
60103798,30-08-2023,0 days 11:15:00,0 days 00:00:00,
60103980,20-07-2023,0 days 11:15:00,0 days 00:00:00,
60104178,06-07-2022,0 days 17:45:00,0 days 12:15:00,07-07-2022
60105198,,0 days 00:00:00,0 days 00:00:00,
60115328,13-07-2022,0 days 14:15:00,0 days 15:45:00,13-07-2022
60116703,17-09-2023,0 days 17:45:00,0 days 12:45:00,18-09-2023
60119110,,0 days 00:00:00,0 days 00:00:00,
60119541,16-06-2023,0 days 13:15:00,0 days 17:45:00,18-06-2023
60125961,,0 days 00:00:00,0 days 00:00:00,
60128319,13-10-2023,0 days 16:45:00,0 days 00:00:00,
60133309,11-04-2022,0 days 10:30:00,0 days 14:45:00,12-04-2022
60133318,,0 days 00:00:00,0 days 00:00:00,
60135395,07-07-2023,0 days 14:15:00,0 days 14:45:00,07-07-2023
60138147,14-01-2024,0 days 17:15:00,0 days 17:15:00,16-01-2024
60142505,,0 days 00:00:00,0 days 00:00:00,
60145259,28-01-2022,0 days 09:15:00,0 days 14:15:00,30-01-2022
60146546,,0 days 00:00:00,0 days 00:00:00,
60151686,11-03-2023,0 days 17:30:00,0 days 13:15:00,13-03-2023
60152461,18-08-2023,0 days 15:30:00,0 days 16:30:00,19-08-2023
60154780,,0 days 00:00:00,0 days 00:00:00,
60154896,29-09-2022,0 days 13:30:00,0 days 13:00:00,29-09-2022
60157190,25-10-2022,0 days 09:15:00,0 days 14:30:00,25-10-2022
60158970,,0 days 00:00:00,0 days 00:00:00,
60159053,,0 days 00:00:00,0 days 00:00:00,
60161156,,0 days 00:00:00,0 days 00:00:00,
60162303,,0 days 00:00:00,0 days 00:00:00,
60165578,14-09-2022,0 days 16:45:00,0 days 16:45:00,16-09-2022
60165713,12-09-2022,0 days 16:45:00,0 days 14:00:00,12-09-2022
60169427,04-10-2023,0 days 15:45:00,0 days 14:30:00,05-10-2023
60170562,21-08-2022,0 days 14:00:00,0 days 11:00:00,21-08-2022
60172721,12-04-2022,0 days 09:30:00,0 days 17:30:00,12-04-2022
60172777,26-01-2022,0 days 12:00:00,0 days 12:15:00,28-01-2022
60173377,08-10-2023,0 days 17:30:00,0 days 11:00:00,09-10-2023
60175130,21-06-2023,0 days 17:30:00,0 days 00:00:00,
60178842,,0 days 00:00:00,0 days 00:00:00,
60179130,15-12-2023,0 days 15:00:00,0 days 11:00:00,17-12-2023
60181152,03-01-2024,0 days 14:15:00,0 days 00:00:00,
60182714,11-01-2022,0 days 14:45:00,0 days 14:30:00,13-01-2022
60184824,03-05-2022,0 days 10:30:00,0 days 13:45:00,04-05-2022
60185378,06-10-2023,0 days 09:00:00,0 days 13:30:00,06-10-2023
60185491,23-03-2022,0 days 16:15:00,0 days 09:00:00,23-03-2022
60188348,07-12-2022,0 days 17:45:00,0 days 15:00:00,08-12-2022
60192126,,0 days 00:00:00,0 days 00:00:00,
60194200,17-11-2023,0 days 15:15:00,0 days 09:15:00,18-11-2023
60198579,17-08-2022,0 days 13:45:00,0 days 09:15:00,17-08-2022
60203797,06-09-2023,0 days 14:00:00,0 days 12:45:00,06-09-2023
60206313,30-01-2022,0 days 10:45:00,0 days 17:30:00,31-01-2022
60206663,04-12-2022,0 days 14:00:00,0 days 14:45:00,04-12-2022
60210732,21-08-2022,0 days 14:15:00,0 days 09:00:00,23-08-2022
60211839,,0 days 00:00:00,0 days 00:00:00,
60215002,,0 days 00:00:00,0 days 00:00:00,
60222192,09-11-2022,0 days 17:00:00,0 days 14:00:00,09-11-2022
60223068,09-05-2023,0 days 12:15:00,0 days 00:00:00,
60224330,23-02-2024,0 days 16:45:00,0 days 00:00:00,
60226379,27-08-2023,0 days 12:15:00,0 days 00:00:00,
60227662,05-02-2024,0 days 10:45:00,0 days 16:30:00,07-02-2024
60229569,,0 days 00:00:00,0 days 00:00:00,
60229580,08-11-2023,0 days 09:15:00,0 days 15:00:00,09-11-2023
60231696,18-05-2023,0 days 16:30:00,0 days 11:45:00,18-05-2023
60231698,25-01-2022,0 days 11:00:00,0 days 15:00:00,27-01-2022
60232033,22-10-2023,0 days 15:45:00,0 days 15:30:00,22-10-2023
60232443,26-02-2022,0 days 15:15:00,0 days 15:30:00,27-02-2022
60233144,03-04-2023,0 days 14:15:00,0 days 00:00:00,
60235417,22-03-2022,0 days 10:15:00,0 days 13:45:00,22-03-2022
60237832,11-10-2022,0 days 14:00:00,0 days 09:00:00,11-10-2022
60240663,02-05-2023,0 days 11:15:00,0 days 00:00:00,
60241690,02-05-2022,0 days 17:15:00,0 days 09:45:00,04-05-2022
60241702,30-10-2023,0 days 12:30:00,0 days 10:30:00,01-11-2023
60245981,08-01-2024,0 days 16:00:00,0 days 10:15:00,08-01-2024
60246095,15-09-2023,0 days 09:30:00,0 days 00:00:00,
60246656,18-11-2022,0 days 12:45:00,0 days 10:45:00,19-11-2022
60250991,18-12-2024,0 days 09:30:00,0 days 00:00:00,
60259012,04-03-2024,0 days 11:15:00,0 days 10:30:00,05-03-2024
60259138,06-10-2022,0 days 13:15:00,0 days 14:45:00,08-10-2022
60259293,01-11-2022,0 days 16:15:00,0 days 11:00:00,03-11-2022
60260797,,0 days 00:00:00,0 days 00:00:00,
60262289,31-01-2024,0 days 10:45:00,0 days 00:00:00,
60263066,23-07-2023,0 days 09:30:00,0 days 00:00:00,
60263183,,0 days 00:00:00,0 days 00:00:00,
60265538,18-04-2022,0 days 12:45:00,0 days 17:00:00,18-04-2022
60267710,,0 days 00:00:00,0 days 00:00:00,
60267859,22-08-2023,0 days 09:30:00,0 days 11:15:00,24-08-2023
60269323,23-07-2024,0 days 09:45:00,0 days 00:00:00,
60276408,30-04-2022,0 days 17:15:00,0 days 09:30:00,01-05-2022
60277056,30-06-2022,0 days 15:30:00,0 days 15:30:00,30-06-2022
60281544,02-04-2024,0 days 14:15:00,0 days 09:15:00,04-04-2024
60283960,07-02-2022,0 days 12:30:00,0 days 14:15:00,07-02-2022
60291405,28-03-2023,0 days 16:30:00,0 days 14:45:00,29-03-2023
60291798,22-04-2024,0 days 13:45:00,0 days 12:45:00,23-04-2024
60292051,11-06-2022,0 days 11:45:00,0 days 16:00:00,11-06-2022
60292368,14-04-2023,0 days 09:15:00,0 days 15:45:00,14-04-2023
60307037,15-10-2024,0 days 11:30:00,0 days 12:00:00,16-10-2024
60309362,,0 days 00:00:00,0 days 00:00:00,
60313181,,0 days 00:00:00,0 days 00:00:00,
60313190,02-02-2024,0 days 11:00:00,0 days 00:00:00,
60314997,19-03-2023,0 days 14:30:00,0 days 00:00:00,
60316822,24-09-2023,0 days 10:15:00,0 days 13:45:00,25-09-2023
60318996,,0 days 00:00:00,0 days 00:00:00,
60320365,09-08-2022,0 days 14:45:00,0 days 13:30:00,09-08-2022
60321442,09-04-2023,0 days 11:45:00,0 days 00:00:00,
60325776,27-03-2022,0 days 14:00:00,0 days 12:30:00,27-03-2022
60326016,23-06-2022,0 days 17:00:00,0 days 14:30:00,23-06-2022
60331463,17-10-2023,0 days 12:30:00,0 days 17:45:00,17-10-2023
60337643,21-07-2024,0 days 17:45:00,0 days 16:15:00,22-07-2024
60338642,23-02-2024,0 days 15:30:00,0 days 00:00:00,
60340113,04-01-2024,0 days 10:00:00,0 days 00:00:00,
60341031,22-05-2023,0 days 11:15:00,0 days 00:00:00,
60341085,,0 days 00:00:00,0 days 00:00:00,
60346941,30-05-2022,0 days 09:45:00,0 days 12:15:00,31-05-2022
60347225,07-07-2023,0 days 15:00:00,0 days 00:00:00,
60350701,01-06-2023,0 days 09:30:00,0 days 12:45:00,01-06-2023
60351362,07-10-2022,0 days 15:00:00,0 days 16:15:00,09-10-2022
60354777,,0 days 00:00:00,0 days 00:00:00,
60355335,16-09-2022,0 days 10:15:00,0 days 17:00:00,18-09-2022
60356911,04-12-2023,0 days 13:30:00,0 days 10:30:00,04-12-2023
60357475,09-01-2022,0 days 15:15:00,0 days 10:30:00,09-01-2022
60359473,10-04-2023,0 days 09:45:00,0 days 09:30:00,11-04-2023
60363964,04-07-2022,0 days 14:45:00,0 days 17:00:00,06-07-2022
60365788,03-05-2022,0 days 12:30:00,0 days 14:00:00,05-05-2022
60378012,21-04-2023,0 days 13:15:00,0 days 00:00:00,
60378022,15-01-2023,0 days 11:30:00,0 days 11:15:00,17-01-2023
60389714,,0 days 00:00:00,0 days 00:00:00,
60390869,,0 days 00:00:00,0 days 00:00:00,
60393104,19-06-2022,0 days 11:15:00,0 days 12:00:00,19-06-2022
60395249,10-11-2022,0 days 09:30:00,0 days 13:00:00,12-11-2022
60402263,,0 days 00:00:00,0 days 00:00:00,
60403665,,0 days 00:00:00,0 days 00:00:00,
60408723,18-05-2023,0 days 14:15:00,0 days 00:00:00,
60409083,20-08-2022,0 days 12:30:00,0 days 17:30:00,20-08-2022
60412729,,0 days 00:00:00,0 days 00:00:00,
60416083,09-02-2024,0 days 17:45:00,0 days 09:30:00,11-02-2024
60418290,,0 days 00:00:00,0 days 00:00:00,
60420820,08-02-2023,0 days 12:45:00,0 days 14:00:00,08-02-2023
60421010,,0 days 00:00:00,0 days 00:00:00,
60422980,21-06-2022,0 days 17:45:00,0 days 14:30:00,21-06-2022
60423032,08-07-2023,0 days 12:15:00,0 days 00:00:00,
60427834,09-11-2022,0 days 12:45:00,0 days 16:45:00,09-11-2022
60431518,,0 days 00:00:00,0 days 00:00:00,
60432703,16-10-2022,0 days 15:30:00,0 days 12:00:00,18-10-2022
60433050,,0 days 00:00:00,0 days 00:00:00,
60438069,14-10-2023,0 days 12:30:00,0 days 10:15:00,14-10-2023
60441630,,0 days 00:00:00,0 days 00:00:00,
60442729,09-02-2024,0 days 11:45:00,0 days 10:00:00,09-02-2024
60443265,,0 days 00:00:00,0 days 00:00:00,
60445832,26-12-2022,0 days 17:00:00,0 days 10:45:00,27-12-2022
60452387,,0 days 00:00:00,0 days 00:00:00,
60455290,31-01-2023,0 days 09:30:00,0 days 11:15:00,02-02-2023
60460287,28-04-2022,0 days 12:00:00,0 days 12:30:00,28-04-2022
60461294,22-05-2022,0 days 17:45:00,0 days 11:15:00,22-05-2022
60463330,13-03-2022,0 days 15:00:00,0 days 12:30:00,14-03-2022
60466288,26-11-2023,0 days 09:45:00,0 days 14:15:00,27-11-2023
60469046,,0 days 00:00:00,0 days 00:00:00,
60469084,,0 days 00:00:00,0 days 00:00:00,
60472286,19-10-2022,0 days 14:45:00,0 days 15:45:00,20-10-2022
60473833,15-11-2022,0 days 10:45:00,0 days 16:15:00,17-11-2022
60475340,05-03-2022,0 days 13:30:00,0 days 14:30:00,06-03-2022
60478809,,0 days 00:00:00,0 days 00:00:00,
60481546,10-11-2022,0 days 11:30:00,0 days 10:15:00,12-11-2022
60485797,08-08-2024,0 days 15:00:00,0 days 14:30:00,08-08-2024
60493774,,0 days 00:00:00,0 days 00:00:00,
60501401,11-01-2024,0 days 10:15:00,0 days 10:00:00,12-01-2024
60502167,12-09-2024,0 days 13:15:00,0 days 00:00:00,
60509747,23-07-2023,0 days 12:00:00,0 days 16:00:00,25-07-2023
60509993,12-01-2022,0 days 09:45:00,0 days 12:00:00,14-01-2022
60511038,17-03-2023,0 days 12:00:00,0 days 00:00:00,
60515910,05-05-2024,0 days 11:45:00,0 days 11:45:00,06-05-2024
60516941,31-05-2023,0 days 13:15:00,0 days 09:30:00,01-06-2023
60519330,,0 days 00:00:00,0 days 00:00:00,
60524625,22-01-2022,0 days 11:15:00,0 days 11:45:00,24-01-2022
60527631,13-06-2022,0 days 10:00:00,0 days 11:00:00,13-06-2022
60535131,19-06-2023,0 days 17:00:00,0 days 11:30:00,20-06-2023
60536025,09-01-2022,0 days 17:15:00,0 days 14:00:00,09-01-2022
60541298,,0 days 00:00:00,0 days 00:00:00,
60542762,,0 days 00:00:00,0 days 00:00:00,
60545685,11-10-2022,0 days 13:30:00,0 days 12:15:00,11-10-2022
60546962,23-01-2024,0 days 17:30:00,0 days 13:00:00,23-01-2024
60547291,01-03-2022,0 days 10:15:00,0 days 12:30:00,03-03-2022
60553766,22-10-2022,0 days 11:45:00,0 days 17:00:00,22-10-2022
60554391,,0 days 00:00:00,0 days 00:00:00,
60555867,23-03-2022,0 days 15:00:00,0 days 14:15:00,24-03-2022
60560976,03-07-2022,0 days 17:15:00,0 days 13:30:00,04-07-2022
60562450,23-05-2023,0 days 12:00:00,0 days 00:00:00,
60565655,02-11-2023,0 days 09:00:00,0 days 11:30:00,04-11-2023
60566523,27-05-2023,0 days 15:15:00,0 days 00:00:00,
60570940,03-12-2023,0 days 10:00:00,0 days 14:00:00,04-12-2023
60571501,16-04-2023,0 days 17:15:00,0 days 10:15:00,16-04-2023
60571870,,0 days 00:00:00,0 days 00:00:00,
60578899,26-09-2022,0 days 10:30:00,0 days 16:15:00,28-09-2022
60582687,04-11-2023,0 days 15:00:00,0 days 00:00:00,
60584537,08-10-2022,0 days 11:30:00,0 days 11:30:00,09-10-2022
60587113,,0 days 00:00:00,0 days 00:00:00,
60590392,16-07-2022,0 days 13:15:00,0 days 12:15:00,16-07-2022
60593236,22-07-2023,0 days 09:00:00,0 days 00:00:00,
60596989,13-11-2022,0 days 09:30:00,0 days 16:45:00,14-11-2022
60597830,23-02-2022,0 days 13:15:00,0 days 12:30:00,23-02-2022
60601040,27-02-2022,0 days 10:30:00,0 days 10:45:00,01-03-2022
60601468,20-06-2023,0 days 15:15:00,0 days 14:15:00,20-06-2023
60601524,28-08-2022,0 days 12:30:00,0 days 13:00:00,29-08-2022
60602853,09-06-2022,0 days 16:30:00,0 days 10:00:00,10-06-2022
60603699,,0 days 00:00:00,0 days 00:00:00,
60607407,16-02-2024,0 days 11:45:00,0 days 15:45:00,17-02-2024
60607732,,0 days 00:00:00,0 days 00:00:00,
60609069,23-10-2022,0 days 16:15:00,0 days 09:45:00,23-10-2022
60614535,01-10-2022,0 days 14:30:00,0 days 09:30:00,02-10-2022
60617768,09-08-2022,0 days 12:45:00,0 days 14:00:00,11-08-2022
60621018,26-02-2022,0 days 11:45:00,0 days 10:45:00,28-02-2022
60622451,03-12-2023,0 days 17:15:00,0 days 13:15:00,03-12-2023
60630659,02-11-2022,0 days 13:15:00,0 days 16:15:00,04-11-2022
60639157,08-10-2023,0 days 17:15:00,0 days 17:30:00,09-10-2023
60641630,,0 days 00:00:00,0 days 00:00:00,
60642472,,0 days 00:00:00,0 days 00:00:00,
60654325,24-07-2023,0 days 12:00:00,0 days 00:00:00,
60657550,14-09-2023,0 days 16:45:00,0 days 00:00:00,
60658162,05-09-2023,0 days 15:15:00,0 days 00:00:00,
60668069,18-04-2022,0 days 13:00:00,0 days 16:00:00,20-04-2022
60671655,01-04-2023,0 days 09:15:00,0 days 14:30:00,03-04-2023
60672881,,0 days 00:00:00,0 days 00:00:00,
60674386,07-05-2023,0 days 17:15:00,0 days 13:00:00,07-05-2023
60676241,,0 days 00:00:00,0 days 00:00:00,
60682062,,0 days 00:00:00,0 days 00:00:00,
60683282,26-05-2022,0 days 11:45:00,0 days 13:15:00,27-05-2022
60683363,12-11-2022,0 days 12:45:00,0 days 10:30:00,14-11-2022
60684249,,0 days 00:00:00,0 days 00:00:00,
60684499,,0 days 00:00:00,0 days 00:00:00,
60686092,07-03-2022,0 days 15:30:00,0 days 13:15:00,08-03-2022
60688574,,0 days 00:00:00,0 days 00:00:00,
60688710,16-03-2023,0 days 16:00:00,0 days 00:00:00,
60689435,31-05-2022,0 days 15:45:00,0 days 11:30:00,01-06-2022
60693006,,0 days 00:00:00,0 days 00:00:00,
60695510,20-11-2023,0 days 17:45:00,0 days 10:00:00,21-11-2023
60704539,24-11-2023,0 days 09:45:00,0 days 16:00:00,25-11-2023
60704870,19-06-2023,0 days 12:30:00,0 days 12:45:00,20-06-2023
60711458,27-11-2023,0 days 17:45:00,0 days 10:45:00,28-11-2023
60712033,14-06-2022,0 days 10:45:00,0 days 10:30:00,16-06-2022
60713614,,0 days 00:00:00,0 days 00:00:00,
60715792,,0 days 00:00:00,0 days 00:00:00,
60716325,11-10-2024,0 days 11:00:00,0 days 00:00:00,
60717541,23-02-2023,0 days 12:15:00,0 days 00:00:00,
60722054,06-05-2023,0 days 10:45:00,0 days 12:45:00,08-05-2023
60722452,29-08-2024,0 days 10:15:00,0 days 00:00:00,
60723650,11-02-2024,0 days 10:45:00,0 days 15:00:00,11-02-2024
